overview_date,portfolio_id,instrument_name,instrument_id,book_name,asset_value,dtd_ativo_fin,exposure_value,exposure_value_ontem,asset_value_ontem,dtd_ativo_pct,Year,Month,mtd_ativo_pct,ytd_ativo_pct,grupo_1,grupo_2,grupo_3
2024-12-31,1295,LATACHE 1962 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,0.0,Risco >> Crédito,23931302.0,0.0,23931302.0,0.0,0.0,0.0,2024.0,12.0,0.0,0.0,Risco,Crédito,
2024-12-31,1295,GERAÇÃO FUTURO II FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES,0.0,Risco >> Renda Variável Terceiros,87297260.18,-2808.18,87297260.18,0.0,0.0,0.0,2024.0,12.0,0.0,0.0,Risco,Renda Variável Terceiros,
2024-12-31,1295,SOJA3,0.0,Risco >> Renda Variável Próprio,48823330.4,0.0,48823330.4,0.0,0.0,0.0,2024.0,12.0,0.0,0.0,Risco,Renda Variável Próprio,
2024-12-31,1295,BETA RF,0.0,Risco >> Renda Fixa,1536462211.0,875172.72,1536462211.0,0.0,0.0,0.0,2024.0,12.0,0.0,0.0,Risco,Renda Fixa,
2024-12-31,1295,NC CASH PERENNE FUNDO DE INVESTIMENTO RENDA FIXA,0.0,Caixa >> NC Cash Perenne,322103446.3,154829.71,322103446.3,0.0,0.0,0.0,2024.0,12.0,0.0,0.0,Caixa,NC Cash Perenne,
2024-12-31,1295,TESOURO SELIC FI RF,0.0,Risco >> Caixas e Provisionamentos,642624036.2,1947527.339,642624036.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Risco,Caixas e Provisionamentos,
2024-12-31,1295,HYPE3,0.0,Risco >> HYPE,517240462.5,-0.010798156,517240462.5,0.0,0.0,0.0,2024.0,12.0,0.0,0.0,Risco,HYPE,
2024-12-31,1297,OUTROS,0.0,Caixa >> Títulos de Renda Fixa (PF),215149051.6,100563.38,215149051.6,0.0,0.0,0.0,2024.0,12.0,0.0,0.0,Caixa,Títulos de Renda Fixa (PF),
2024-12-31,1296,OUTROS,0.0,Risco >> Caixas e Provisionamentos,64783836.7,149249.8453,64783836.7,0.0,0.0,0.002303813,0.0,0.0,0.0,0.0,Risco,Caixas e Provisionamentos,
2024-12-31,1295,ASSAY FIM 95 JGP,0.0,Risco >> Crédito,15040746.07,0.004064335,15040746.07,0.0,0.0,0.0,2024.0,12.0,0.0,0.0,Risco,Crédito,
2024-12-31,1295,ASSAY FIM 95 JGP,0.0,Risco >> Crédito,9537463.572,-712.9045104,9537463.572,0.0,0.0,0.0,2024.0,12.0,0.0,0.0,Risco,Crédito,
2024-12-31,1297,OUTROS,0.0,Risco >> Crédito,32794367.93,-1138990.763,32794367.93,0.0,0.0,0.0,2024.0,12.0,0.0,0.0,Risco,Crédito,
2024-12-31,1297,OUTROS,0.0,Risco >> HYPE,85709334.27,-319932.1719,85709334.27,0.0,0.0,0.0,2024.0,12.0,0.0,0.0,Risco,HYPE,
2024-12-31,1297,OUTROS,0.0,Risco >> Ilíquidos,47851241.19,34485.15,47851241.19,0.0,0.0,0.0,2024.0,12.0,0.0,0.0,Risco,Ilíquidos,
2024-12-31,1295,MULLIGAN FIM,0.0,Risco >> Multimercado Próprio,109820484.5,136074.62,109820484.5,0.0,0.0,0.0,2024.0,12.0,0.0,0.0,Risco,Multimercado Próprio,
2024-12-31,1295,BETA CURVA,0.0,Risco >> Renda Fixa,1656191476.0,772303.6955,0.0,0.0,0.0,0.0,2024.0,12.0,0.0,0.0,Risco,Renda Fixa,
2024-12-31,1297,OUTROS,0.0,Risco >> Multimercado Próprio,154069586.6,61442.98,154069586.6,0.0,0.0,0.0,2024.0,12.0,0.0,0.0,Risco,Multimercado Próprio,
2024-12-31,1295,ASSAY FIM 95 JGP,0.0,Risco >> Crédito,24468687.02,13607.46735,24468687.02,0.0,0.0,0.0,2024.0,12.0,0.0,0.0,Risco,Crédito,
2024-12-31,1295,OUTROS,0.0,Risco >> Ilíquidos,158701811.0,220855.39,158701811.0,0.0,0.0,0.0,2024.0,12.0,0.0,0.0,Risco,Ilíquidos,
2024-12-31,1295,Ravens Fundo de Investimento em Direitos Creditorios,0.0,Risco >> Crédito,32216446.66,-21660.4,32216446.66,0.0,0.0,0.0,2024.0,12.0,0.0,0.0,Risco,Crédito,
2024-12-31,1295,DEXP3,0.0,Risco >> Renda Variável Próprio,29885085.0,0.0,29885085.0,0.0,0.0,0.0,2024.0,12.0,0.0,0.0,Risco,Renda Variável Próprio,
2024-12-31,1295,CSHG RHONE,0.0,Risco >> Crédito,5220987.5,3377.5,5220987.5,0.0,0.0,0.0,2024.0,12.0,0.0,0.0,Risco,Crédito,
2024-12-31,1295,CSHG RHONE,0.0,Risco >> Crédito,298629.9,38.27,298629.9,0.0,0.0,0.0,2024.0,12.0,0.0,0.0,Risco,Crédito,
2024-12-31,1295,CSHG RHONE,0.0,Risco >> Crédito,317452.46,15.82,317452.46,0.0,0.0,0.0,2024.0,12.0,0.0,0.0,Risco,Crédito,
2024-12-31,1295,CSHG RHONE,0.0,Risco >> Crédito,10731248.64,1177.65,10731248.64,0.0,0.0,0.0,2024.0,12.0,0.0,0.0,Risco,Crédito,
2024-12-31,1295,CSHG RHONE,0.0,Risco >> Crédito,18173077.73,277320.37,18173077.73,0.0,0.0,0.0,2024.0,12.0,0.0,0.0,Risco,Crédito,
2024-12-31,1295,CSHG RHONE,0.0,Risco >> Crédito,4791859.32,2085.3,4791859.32,0.0,0.0,0.0,2024.0,12.0,0.0,0.0,Risco,Crédito,
2024-12-31,1295,KONDOR KOBOLD FIC DE FI MULTIMERCADO I CRÉDITO PRIVADO,0.0,Risco >> Crédito,21434658.54,12155.77,21434658.54,0.0,0.0,0.0,2024.0,12.0,0.0,0.0,Risco,Crédito,
2024-12-31,1295,PUT HYPE3 - Consolidada,0.0,Risco >> HYPE,-3092840.006,-1919188.495,-3092840.006,0.0,0.0,0.0,2024.0,12.0,0.0,0.0,Risco,HYPE,
2024-12-31,1295,ES INVESTIMENTOS FUNDO DE INVESTIMENTO AÇÕES INVESTIMENTO NO EXTERIOR,0.0,Risco >> Renda Variável Próprio,26646636.38,10654.49,26646636.38,0.0,0.0,0.0,2024.0,12.0,0.0,0.0,Risco,Renda Variável Próprio,
2024-12-31,1295,CSHG BRONCOS,0.0,Risco >> Renda Variável Terceiros,193742275.4,48011.14,193742275.4,0.0,0.0,0.0,2024.0,12.0,0.0,0.0,Risco,Renda Variável Terceiros,
2024-12-31,1295,LATACHE CRÉDITO ESTRUTURADO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,0.0,Risco >> Crédito,15452999.18,7267.0,15452999.18,0.0,0.0,0.0,2024.0,12.0,0.0,0.0,Risco,Crédito,
2024-12-31,1295,CSHG ALLOCATION CLAVE ALPHA MACRO FIC FIM,0.0,Risco >> Multimercado Terceiros,12043664.3,1539.37,12043664.3,0.0,0.0,0.0,2024.0,12.0,0.0,0.0,Risco,Multimercado Terceiros,
2024-12-31,1295,CSHG ALL MAR ABSOLUTO FC FI MULT,0.0,Risco >> Multimercado Terceiros,11468396.46,-8799.55,11468396.46,0.0,0.0,0.0,2024.0,12.0,0.0,0.0,Risco,Multimercado Terceiros,
2024-12-31,1297,OUTROS,0.0,Risco >> Caixas e Provisionamentos,34323443.52,276792.9853,34323443.52,0.0,0.0,0.008064255,0.0,0.0,0.0,0.0,Risco,Caixas e Provisionamentos,
2024-12-31,1295,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FRADINHO,0.0,Risco >> Crédito,23485064.52,13437.24,23485064.52,0.0,0.0,0.0,2024.0,12.0,0.0,0.0,Risco,Crédito,
2024-12-31,1295,BTG 2664 FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,0.0,Risco >> Multimercado Próprio,364241119.3,76709.14,364241119.3,0.0,0.0,0.0,2024.0,12.0,0.0,0.0,Risco,Multimercado Próprio,
2024-12-31,1295,OUTROS,0.0,Risco >> Outros,47692996.29,22564.17,47692996.29,0.0,0.0,0.0,2024.0,12.0,0.0,0.0,Risco,Outros,
2024-12-31,1297,OUTROS,0.0,Risco >> Multimercado Terceiros,162516586.4,210417.97,162516586.4,0.0,0.0,0.0,2024.0,12.0,0.0,0.0,Risco,Multimercado Terceiros,
2024-12-31,1297,OUTROS,0.0,Risco >> Outros,51555276.93,547390.3,51555276.93,0.0,0.0,0.0,2024.0,12.0,0.0,0.0,Risco,Outros,
2024-12-31,1295,ASSAY FI EM AÇÕES BDR NÍVEL I INVESTIMENTO NO EXTERIOR,0.0,Risco >> Renda Variável Próprio,711352366.6,-594920.77,711352366.6,0.0,0.0,0.0,2024.0,12.0,0.0,0.0,Risco,Renda Variável Próprio,
2024-12-31,1296,OUTROS,0.0,Risco >> Renda Variável Terceiros,24278093.98,6016.34,24278093.98,0.0,0.0,0.0,2024.0,12.0,0.0,0.0,Risco,Renda Variável Terceiros,
2024-12-31,1296,OUTROS,0.0,Risco >> Ilíquidos,24414989.23,36449.01,24414989.23,0.0,0.0,0.0,2024.0,12.0,0.0,0.0,Risco,Ilíquidos,
2024-12-31,1296,OUTROS,0.0,Caixa >> NC Cash Perenne,232205342.5,108266.25,232205342.5,0.0,0.0,0.0,2024.0,12.0,0.0,0.0,Caixa,NC Cash Perenne,
2024-12-31,1296,OUTROS,0.0,Risco >> Multimercado Próprio,141378841.0,56381.92,141378841.0,0.0,0.0,0.0,2024.0,12.0,0.0,0.0,Risco,Multimercado Próprio,
2024-12-31,1296,OUTROS,0.0,Risco >> Multimercado Terceiros,140260099.4,181601.44,140260099.4,0.0,0.0,0.0,2024.0,12.0,0.0,0.0,Risco,Multimercado Terceiros,
2024-12-31,1295,LCI BRADESCO - 12/01/2026,0.0,Caixa >> Títulos de Renda Fixa (PF),2370397382.0,1067919.23,2370397382.0,0.0,0.0,0.0,2024.0,12.0,0.0,0.0,Caixa,Títulos de Renda Fixa (PF),
2024-12-31,1296,OUTROS,0.0,Risco >> Crédito,8171291.088,2148.246548,8171291.088,0.0,0.0,0.0,2024.0,12.0,0.0,0.0,Risco,Crédito,
2024-12-31,1295,2663,0.0,Risco >> Multimercado Terceiros,741312075.7,959812.14,741312075.7,0.0,0.0,0.0,2024.0,12.0,0.0,0.0,Risco,Multimercado Terceiros,
2024-12-31,1295,KONDOR ALLOCATION MASTER FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,0.0,Risco >> Multimercado Terceiros,37020542.95,19194.33,37020542.95,0.0,0.0,0.0,2024.0,12.0,0.0,0.0,Risco,Multimercado Terceiros,
2024-12-31,1296,OUTROS,0.0,Risco >> HYPE,85709334.27,-319932.1719,85709334.27,0.0,0.0,0.0,2024.0,12.0,0.0,0.0,Risco,HYPE,
2024-12-31,1295,KYKLOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS-SUB,0.0,Risco >> Crédito,2881195.62,1666.57,2881195.62,0.0,0.0,0.0,2024.0,12.0,0.0,0.0,Risco,Crédito,
2024-12-31,1297,OUTROS,0.0,Risco >> Renda Variável Terceiros,28408226.35,7039.82,28408226.35,0.0,0.0,0.0,2024.0,12.0,0.0,0.0,Risco,Renda Variável Terceiros,
2025-01-02,1295,DEXP3,0.0,Risco >> Renda Variável Próprio,30349250.0,464165.0,30349250.0,29885085.0,29885085.0,0.015531660692951015,2025.0,1.0,0.015531660692950977,0.015531660692950977,Risco,Renda Variável Próprio,
2025-01-02,1295,KYKLOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS-SUB,0.0,Risco >> Crédito,2883204.47,2008.85,2883204.47,2881195.62,2881195.62,0.0006972279098494533,2025.0,1.0,0.000697227909849385,0.000697227909849385,Risco,Crédito,
2025-01-02,1296,OUTROS,0.0,Caixa >> Títulos de Renda Fixa (PF),232314940.3,109597.81,232314940.3,232205342.5,232205342.5,0.00047198659953312657,2025.0,1.0,0.00047198659953306965,0.00047198659953306965,Caixa,Títulos de Renda Fixa (PF),
2025-01-02,1295,BTG 2664 FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,0.0,Risco >> Multimercado Próprio,364387874.9,146755.6,364387874.9,364241119.3,364241119.3,0.0004029078328169963,2025.0,1.0,0.00040290783281693443,0.00040290783281693443,Risco,Multimercado Próprio,
